opentime,open,high,low,close,volume_U,value,signal,position,entry_price,stop_price,stop_loss,stop_profit,unrealized_pnl,realized_pnl,commission
2023-11-21 19:20:00,37039.9,37125.2,37021.3,37085.5,70260814.32062,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 19:25:00,37085.5,37129.1,37000.0,37007.2,67584490.6972,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 19:30:00,37007.2,37028.5,36969.2,37011.9,33972353.4481,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 19:35:00,37011.9,37062.7,37004.4,37057.3,22171238.7092,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 19:40:00,37057.3,37080.4,37033.0,37062.4,24853710.8122,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 19:45:00,37062.4,37087.1,37020.8,37024.1,21045386.8187,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 19:50:00,37024.1,37063.6,36955.0,36978.1,38102745.7322,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 19:55:00,36978.1,36996.8,36931.0,36989.9,37617499.68045,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 20:00:00,36989.9,36995.7,36910.3,36921.2,26536482.1321,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 20:05:00,36921.1,36931.7,36849.0,36903.9,56528497.08286,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 20:10:00,36904.0,36924.0,36863.1,36910.6,24088527.8559,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 20:15:00,36910.6,37060.0,36907.0,37013.8,62393869.71049,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 20:20:00,37013.8,37073.9,37007.0,37051.8,30357776.7778,100000.0,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 20:25:00,37051.8,37051.8,36975.1,37005.3,28496212.2349,99985.19788,-1.0,-1.0,37005.3,37126.86992059192,0.0,0.0,0.0,0.0,14.802120000000002
2023-11-21 20:30:00,37005.3,37009.8,36920.0,36933.9,30479352.32005,99985.19788,0.0,-1.0,37005.3,37126.86992059192,0.0,0.0,71.40000000000146,0.0,0.0
2023-11-21 20:35:00,36933.9,37064.7,36920.5,37059.4,51060970.88634,99985.19788,0.0,-1.0,37005.3,37126.86992059192,0.0,0.0,-54.099999999998545,0.0,0.0
2023-11-21 20:40:00,37059.4,37190.0,37045.2,37104.8,145140670.46822,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,-99.5,-99.5,0.0
2023-11-21 20:45:00,37104.8,37113.8,36977.6,36996.5,52739626.05334,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 20:50:00,36996.5,37035.0,36968.0,36983.7,30531639.9909,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 20:55:00,36983.7,37002.2,36913.5,36940.6,37999473.10005,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:00:00,36940.5,36959.5,36881.1,36950.0,43049970.3604,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:05:00,36949.6,37002.7,36945.5,36966.5,34115879.2936,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:10:00,36966.5,37026.3,36943.6,37003.4,16737471.9186,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:15:00,37003.3,37030.8,36955.0,36957.7,21381266.737,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:20:00,36957.7,36983.0,36887.0,36939.5,36811089.0881,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:25:00,36939.5,36961.8,36923.0,36957.0,12353042.5787,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:30:00,36957.0,36975.7,36926.2,36968.3,18155825.8307,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:35:00,36968.4,36968.4,36900.0,36903.6,18974947.8248,99885.69788,0.0,0.0,0.0,37126.86992059192,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:40:00,36903.6,36906.0,36854.5,36877.0,25576679.40312,99885.69788,0.0,0.0,0.0,37099.49679294112,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:45:00,36876.9,36877.0,36717.5,36763.7,119139256.19434,99885.69788,0.0,0.0,0.0,37027.2193364803,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:50:00,36763.7,36820.0,36751.5,36769.7,42573723.1927,99885.69788,0.0,0.0,0.0,37012.21495582785,0.0,0.0,0.0,0.0,0.0
2023-11-21 21:55:00,36769.6,36851.4,36733.1,36839.9,38842441.46784,99885.69788,0.0,0.0,0.0,37012.21495582785,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:00:00,36840.0,36861.5,36814.3,36852.8,18750787.5754,99885.69788,0.0,0.0,0.0,37012.21495582785,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:05:00,36852.8,36898.1,36825.9,36889.9,19471955.2617,99885.69788,0.0,0.0,0.0,37012.21495582785,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:10:00,36890.0,36890.0,36803.0,36803.0,15904942.628,99885.69788,0.0,0.0,0.0,37012.21495582785,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:15:00,36803.1,36803.1,36730.0,36734.0,36347260.1753,99885.69788,0.0,0.0,0.0,36985.349502473444,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:20:00,36734.0,36778.7,36705.3,36706.5,31785524.20546,99885.69788,0.0,0.0,0.0,36958.70213569007,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:25:00,36706.5,36796.2,36600.0,36600.1,168141868.36237,99885.69788,0.0,0.0,0.0,36931.06056118308,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:30:00,36600.1,36613.0,36401.0,36540.0,215208545.72081,99885.69788,0.0,0.0,0.0,36757.58926783393,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:35:00,36540.0,36608.0,36454.9,36579.9,82736966.6605,99885.69788,0.0,0.0,0.0,36757.58926783393,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:40:00,36580.0,36595.0,36451.8,36451.9,36663874.6347,99885.69788,0.0,0.0,0.0,36757.58926783393,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:45:00,36451.8,36584.0,36450.1,36522.6,33974383.96684,99885.69788,0.0,0.0,0.0,36757.58926783393,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:50:00,36522.7,36526.0,36460.0,36460.0,36370110.0657,99885.69788,0.0,0.0,0.0,36755.373927995344,0.0,0.0,0.0,0.0,0.0
2023-11-21 22:55:00,36460.0,36460.1,36300.0,36385.4,176248270.12655,99885.69788,0.0,0.0,0.0,36650.58756734116,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:00:00,36385.5,36428.4,36266.8,36278.9,142470314.4973,99885.69788,0.0,0.0,0.0,36626.03682252848,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:05:00,36278.8,36375.2,36205.0,36366.3,136365493.40011,99885.69788,0.0,0.0,0.0,36577.23790293299,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:10:00,36366.2,36390.0,36275.8,36286.4,60716832.5347,99885.69788,0.0,0.0,0.0,36577.23790293299,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:15:00,36286.5,36360.0,36264.4,36265.0,58020094.29,99885.69788,0.0,0.0,0.0,36577.23790293299,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:20:00,36265.1,36343.3,36103.0,36229.0,191460740.30563,99885.69788,0.0,0.0,0.0,36526.06128229439,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:25:00,36229.1,36299.1,36088.0,36120.1,124167798.07218,99885.69788,0.0,0.0,0.0,36509.74736200996,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:30:00,36120.0,36204.0,36000.0,36094.2,201170784.17101,99885.69788,0.0,0.0,0.0,36429.64640093953,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:35:00,36094.1,36122.0,35961.0,36046.9,141731043.66177,99885.69788,0.0,0.0,0.0,36373.56731939274,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:40:00,36046.8,36117.5,36003.7,36077.0,70084824.4602,99885.69788,0.0,0.0,0.0,36373.56731939274,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:45:00,36076.9,36112.3,35903.8,35954.6,140325084.96031,99885.69788,0.0,0.0,0.0,36348.64257458146,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:50:00,35954.5,36022.1,35934.0,35941.8,69326112.031,99885.69788,0.0,0.0,0.0,36311.539803407555,0.0,0.0,0.0,0.0,0.0
2023-11-21 23:55:00,35941.8,35999.9,35720.0,35737.0,266179929.35347,99885.69788,0.0,0.0,0.0,36215.05267043718,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:00:00,35737.0,35886.2,35610.7,35882.3,343183498.37971,99885.69788,0.0,0.0,0.0,36123.23740257413,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:05:00,35882.4,35962.3,35844.0,35959.0,108177645.93991,99885.69788,0.0,0.0,0.0,36123.23740257413,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:10:00,35959.0,36005.1,35918.5,35999.8,76611806.16528,99885.69788,0.0,0.0,0.0,36123.23740257413,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:15:00,35999.9,36059.9,35969.3,35985.8,85867190.69959,99885.69788,0.0,0.0,0.0,36123.23740257413,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:20:00,35985.8,36079.0,35939.1,36060.0,61978199.5743,99885.69788,0.0,0.0,0.0,36123.23740257413,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:25:00,36060.0,36124.9,36036.3,36124.5,55822822.77388,99885.69788,0.0,0.0,0.0,35735.41807501054,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:30:00,36123.4,36139.0,36071.2,36132.0,71445402.69008,99885.69788,0.0,0.0,0.0,35770.27366697096,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:35:00,36132.0,36139.0,36060.5,36073.1,41405389.0992,99885.69788,0.0,0.0,0.0,35773.09107232993,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:40:00,36073.1,36085.1,36000.1,36014.9,48219555.3977,99885.69788,0.0,0.0,0.0,35773.09107232993,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:45:00,36014.9,36019.8,35971.9,35993.9,45204681.888,99885.69788,0.0,0.0,0.0,35773.09107232993,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:50:00,35993.9,36085.8,35987.4,36065.9,32326911.757,99885.69788,0.0,0.0,0.0,35773.09107232993,0.0,0.0,0.0,0.0,0.0
2023-11-22 00:55:00,36065.9,36109.9,36050.0,36109.9,24287732.9928,99885.69788,0.0,0.0,0.0,35784.5905705206,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:00:00,36109.9,36147.6,36067.6,36141.1,33171731.5149,99885.69788,0.0,0.0,0.0,35817.85800274074,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:05:00,36141.1,36171.5,36105.1,36140.8,41708564.79264,99885.69788,0.0,0.0,0.0,35855.846779343774,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:10:00,36140.8,36161.5,36106.6,36155.4,22453347.5632,99885.69788,0.0,0.0,0.0,35860.14900691936,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:15:00,36155.5,36158.0,36082.0,36087.0,22241029.5853,99885.69788,0.0,0.0,0.0,35860.14900691936,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:20:00,36087.1,36106.0,36061.0,36063.1,21291641.6792,99885.69788,0.0,0.0,0.0,35860.14900691936,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:25:00,36063.2,36130.0,36063.1,36126.3,20962890.209,99885.69788,0.0,0.0,0.0,35860.14900691936,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:30:00,36126.3,36130.0,36066.7,36079.0,17020179.1166,99885.69788,0.0,0.0,0.0,35860.14900691936,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:35:00,36079.1,36117.2,36070.0,36117.1,16765266.8719,99885.69788,0.0,0.0,0.0,35860.14900691936,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:40:00,36117.2,36171.7,36112.4,36166.1,30315716.9861,99885.69788,0.0,0.0,0.0,35906.55640583043,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:45:00,36166.0,36180.0,36121.5,36126.7,27435861.1226,99885.69788,0.0,0.0,0.0,35920.51039420813,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:50:00,36126.6,36149.9,36089.9,36149.9,18044059.4609,99885.69788,0.0,0.0,0.0,35920.51039420813,0.0,0.0,0.0,0.0,0.0
2023-11-22 01:55:00,36149.9,36157.5,36076.3,36085.2,19589128.2247,99885.69788,0.0,0.0,0.0,35920.51039420813,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:00:00,36085.1,36093.6,36054.0,36056.1,18378262.32659,99885.69788,0.0,0.0,0.0,35920.51039420813,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:05:00,36056.2,36079.0,36034.0,36034.0,23138231.0673,99885.69788,0.0,0.0,0.0,35920.51039420813,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:10:00,36034.0,36080.0,36027.5,36052.2,18940997.2981,99885.69788,0.0,0.0,0.0,35920.51039420813,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:15:00,36052.1,36093.6,36052.1,36074.5,16526405.0946,99885.69788,0.0,0.0,0.0,35920.51039420813,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:20:00,36074.5,36096.0,36070.0,36083.3,11246266.6389,99885.69788,0.0,0.0,0.0,35920.51039420813,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:25:00,36083.4,36112.8,36070.0,36112.8,14389276.7008,99885.69788,0.0,0.0,0.0,35920.51039420813,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:30:00,36112.8,36161.0,36112.8,36154.7,29594035.36084,99885.69788,0.0,0.0,0.0,35953.778673291476,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:35:00,36154.7,36216.9,36154.7,36207.2,40402503.77255,99885.69788,0.0,0.0,0.0,36004.304193790944,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:40:00,36207.2,36222.0,36170.0,36178.1,41851154.0481,99885.69788,0.0,0.0,0.0,36017.53465128317,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:45:00,36178.1,36217.9,36150.0,36217.9,21812800.8073,99885.69788,0.0,0.0,0.0,36017.53465128317,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:50:00,36217.9,36267.0,36214.7,36264.9,48234660.93216,99885.69788,0.0,0.0,0.0,36065.67519025436,0.0,0.0,0.0,0.0,0.0
2023-11-22 02:55:00,36264.9,36310.0,36245.9,36293.3,52283109.46471,99885.69788,0.0,0.0,0.0,36103.653432504434,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:00:00,36293.3,36310.4,36275.0,36275.1,27835813.9191,99885.69788,0.0,0.0,0.0,36123.451978870195,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:05:00,36275.1,36280.7,36252.4,36261.0,14906922.6778,99885.69788,0.0,0.0,0.0,36123.451978870195,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:10:00,36261.0,36342.4,36258.8,36331.1,31560323.1209,99885.69788,0.0,0.0,0.0,36134.46772841412,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:15:00,36331.0,36341.2,36289.2,36290.0,24764860.2079,99885.69788,0.0,0.0,0.0,36151.19374929935,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:20:00,36290.0,36340.0,36280.0,36335.0,18977059.8485,99885.69788,0.0,0.0,0.0,36151.19374929935,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:25:00,36334.9,36380.0,36331.0,36355.2,41006513.74289,99885.69788,0.0,0.0,0.0,36194.71152124912,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:30:00,36355.4,36370.0,36338.0,36338.0,20390348.0134,99885.69788,0.0,0.0,0.0,36197.96489033042,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:35:00,36338.0,36345.0,36306.7,36319.6,20983389.0454,99885.69788,0.0,0.0,0.0,36197.96489033042,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:40:00,36319.7,36347.5,36310.8,36340.0,11221723.4554,99885.69788,0.0,0.0,0.0,36197.96489033042,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:45:00,36340.0,36379.2,36338.2,36375.0,17129766.8635,99885.69788,0.0,0.0,0.0,36212.51621745858,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:50:00,36374.9,36387.4,36341.2,36358.2,16432009.7127,99885.69788,0.0,0.0,0.0,36219.92147532405,0.0,0.0,0.0,0.0,0.0
2023-11-22 03:55:00,36358.3,36384.5,36358.2,36378.8,13129148.7373,99885.69788,0.0,0.0,0.0,36231.597477292715,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:00:00,36378.8,36386.1,36342.5,36348.7,18638933.8243,99885.69788,0.0,0.0,0.0,36231.597477292715,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:05:00,36348.7,36395.9,36342.6,36394.9,23530205.4364,99885.69788,0.0,0.0,0.0,36231.597477292715,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:10:00,36395.0,36414.2,36388.7,36397.1,26832528.4954,99885.69788,0.0,0.0,0.0,36268.13154772236,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:15:00,36397.0,36430.0,36352.0,36370.4,39432260.20654,99885.69788,0.0,0.0,0.0,36268.13154772236,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:20:00,36370.4,36399.7,36365.4,36369.1,15219051.105,99885.69788,0.0,0.0,0.0,36268.13154772236,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:25:00,36369.1,36382.6,36320.5,36329.2,35416470.46,99885.69788,0.0,0.0,0.0,36268.13154772236,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:30:00,36329.1,36377.6,36324.9,36372.7,14739076.3469,99885.69788,0.0,0.0,0.0,36268.13154772236,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:35:00,36372.8,36455.9,36371.2,36434.7,51774095.36221,99885.69788,0.0,0.0,0.0,36274.047138894726,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:40:00,36434.7,36458.0,36408.0,36457.8,27770089.3953,99885.69788,0.0,0.0,0.0,36294.3503332992,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:45:00,36457.7,36461.4,36381.0,36420.1,40884471.1401,99885.69788,0.0,0.0,0.0,36294.3503332992,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:50:00,36420.1,36443.5,36397.2,36399.9,20406887.8803,99885.69788,0.0,0.0,0.0,36294.3503332992,0.0,0.0,0.0,0.0,0.0
2023-11-22 04:55:00,36399.9,36439.5,36396.5,36409.9,10815147.4968,99885.69788,0.0,0.0,0.0,36294.3503332992,0.0,0.0,0.0,0.0,0.0
2023-11-22 05:00:00,36410.0,36454.0,36400.0,36454.0,17494316.6449,99885.69788,0.0,0.0,0.0,36294.3503332992,0.0,0.0,0.0,0.0,0.0
2023-11-22 05:05:00,36453.9,36475.9,36438.1,36470.2,29776343.7842,99885.69788,0.0,0.0,0.0,36321.01787716472,0.0,0.0,0.0,0.0,0.0
2023-11-22 05:10:00,36470.2,36474.7,36451.1,36454.1,16674852.0622,99885.69788,0.0,0.0,0.0,36331.44655065912,0.0,0.0,0.0,0.0,0.0
2023-11-22 05:15:00,36454.2,36456.4,36418.4,36418.5,14640660.3164,99885.69788,0.0,0.0,0.0,36331.44655065912,0.0,0.0,0.0,0.0,0.0
2023-11-22 05:20:00,36418.4,36430.9,36404.0,36409.8,19342613.5135,99885.69788,0.0,0.0,0.0,36331.44655065912,0.0,0.0,0.0,0.0,0.0
2023-11-22 05:25:00,36409.9,36412.1,36372.0,36372.0,18375986.9769,99885.69788,0.0,0.0,0.0,36331.44655065912,0.0,0.0,0.0,0.0,0.0
2023-11-22 05:30:00,36372.0,36384.8,36369.4,36378.3,15798374.775,99885.69788,0.0,0.0,0.0,36331.44655065912,0.0,0.0,0.0,0.0,0.0
